 #  % Simulacion: Parametro 'alpha' Mercurio-Moraleda
t HMC NS ANS+
   1   2.4841913186535360e-03    2.5763784102245430e-03    2e-03
   2   2.4591894019417686e-03	 2.6879794014038234e-03	   2e-03
   3   2.4926126236312152e-03	 2.6918933636116736e-03	   2e-03
   4   2.4971401059160898e-03	 2.6812646153712323e-03	   2e-03
   5   2.4570207283873867e-03	 2.6913899934060733e-03	   2e-03
   6   2.5247833639444883e-03	 2.5252816122373714e-03	   2e-03
   7   2.5274138975208598e-03	 2.5484931781050478e-03	   2e-03
   8   2.4893013316958580e-03	 2.5884828911426870e-03	   2e-03
   9   2.5026337403858999e-03	 2.6652554010196047e-03	   2e-03
   1   2.4976108923342325e-03	 2.6796667877204460e-03	   2e-03
   11   2.4833941292191535e-03	 2.5642666454299672e-03	   2e-03
   12   2.5206715689817063e-03	 2.4477860119970865e-03	   2e-03
   13   2.4646052462839125e-03	 2.6793839401531684e-03	   2e-03
   14   2.5790508707696181e-03	 2.4219688514904259e-03	   2e-03
   15   2.4851739976764183e-03	 2.5897734510117254e-03	   2e-03
   16   2.4972481550793843e-03	 2.6803542130503398e-03	   2e-03
   17   2.5414735832630739e-03	 2.5298572037623932e-03	   2e-03
   18   2.4950923635545640e-03	 2.6859838811757264e-03	   2e-03
   19   2.4871908577473196e-03	 2.6540690850367196e-03	   2e-03
   20   2.4450364362774190e-03	 2.7481820262161482e-03	   2e-03
   21   2.5083153076471167e-03	 2.6419979954493780e-03	   2e-03
   22   2.4099318648990271e-03	 2.5167651704915139e-03	   2e-03
   23   2.5314801411102004e-03	 2.5482978372423507e-03	   2e-03
   24   2.5767309323165922e-03	 2.4322173913543894e-03	   2e-03
   25   2.4498903984686775e-03	 2.6455932714175212e-03	   2e-03
   26   2.5416261521093234e-03	 2.5292099791659204e-03	   2e-03
   27   2.5630465053753169e-03	 2.4326863565707641e-03	   2e-03
   28   2.3798971811737992e-03	 2.4481813339664715e-03	   2e-03
   29   2.3906047056546282e-03	 2.5116886256893681e-03	   2e-03
   30   2.5288222034411641e-03	 2.5516781821523253e-03	   2e-03
   31   2.4672056748064365e-03	 2.6750343057808197e-03	   2e-03
   32   2.5370877427151909e-03	 2.5436117719362665e-03	   2e-03
   33   2.5451273146255352e-03	 2.5158531635576320e-03	   2e-03
   34   2.5397584959059509e-03	 2.5351983370144960e-03	   2e-03
   35   2.5735756245322291e-03	 2.3968105079086822e-03	   2e-03
