# American 2yr Put on 5yr Bond HW prices ( a = 10 * sigma = .1 ; K = .78 )
step  EFD CN HWT eEFD eCN eHWT tEFD tCN tHWT
0.500 18.261741555488513  78.586737071394410  18.402405425178742 0.000967307409609  0.002190049119673 0.001740896188672
0.400 27.462605668661759  78.591287726506039  27.596703912372618 0.000671586491297  0.002457483689277 0.001845469962683
0.250 45.346285394815048  86.042053039313160  45.465633285426946 0.000864876540802  0.002919922632550 0.002677345763326
0.200 53.681911278318196  85.509549955502067  53.786900174840738 0.000984450651250  0.003708940329090 0.003192928755688
0.100 72.401673704342357  86.697762055409527  72.467880431302319 0.001819755100222  0.017678110780485 0.006619005597697
0.050 82.936983276097237  89.824390452824872  82.976236662760414 0.004224523321452  0.104591774415512 0.013619448321912
0.040 84.986762751217412  90.388435740555593  85.019689459831895 0.004815536577035  0.401044280564578 0.017409390467758
0.025 87.777100537745625  91.213708266888389  87.799290404737647 0.008859198699171  1.731796127427429 0.031460848479030
0.020 88.560616643676198  91.484587831948261  88.578928750453940 0.010815242570441  3.367603816257022 0.048067078075894
0.010 90.227549478616410  92.011023509570748  90.236120887945134 0.040168329489676 33.365978208368389 0.142182617524422
